,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
2196909,10596319,8,6,613,11632,613,0,76.625,216.7282284,5840,0,1938.666667,2380.279871,1155.589974,1.321213527,815101.4615,1992679.216,5590405,16,5592951,798993.0,2113178.337,5591231,56,10600000,2119253.8,2908917.796,5590405,16,0,264,200,0.754979158,0.566234369,0,5840,816.3333333,1716.703638,2947071.381,0,0,0,1,0,0,0,0,874.6428571,76.625,1938.666667,8,613,6,11632,29200,236,1,32,765.0,0.0,765,765,5590405.0,0.0,5590405,5590405,(D)DOS
597373,999865,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,18.00243033,6.000810109,199973.0,272985.9921,499427,593,999252,499626.0,557.2001436,500020,499232,999234,499617.0,598.2123369,500040,499194,0,92,60,3.000405055,3.000405055,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
178735,102224272,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,114.0335829,0.11738895,9293115.636,30300000.0,101000000,3,102000000,14600000.0,38000000.0,101000000,3,252957,84319.0,129666.653,233662,377,0,172,92,0.0782593,0.03912965,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,971.9166667,7.0,2900.25,8,56,4,11601,256,229,6,20,1261986.0,0.0,1261986,1261986,101000000.0,0.0,101000000,101000000,(D)DOS
1549676,8882675,9,15,106,188,24,0,11.77777778,9.457507306,34,0,12.53333333,14.54975045,33.09813767,2.701888789,386203.2609,1003894.179,3060746,3,5781280,722660.0,1338278.786,3024909,3,8882585,634470.3571,1239311.284,3060746,4,0,296,488,1.013208296,1.688680493,0,34,11.76,12.62695529,159.44,0,0,0,1,0,0,0,1,12.25,11.77777778,12.53333333,9,106,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1539390,226,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61946.90265,13274.33628,113.0,32.52691193,136,90,226,226.0,0.0,226,226,0,0.0,0.0,0,0,1,64,20,8849.557522,4424.778761,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
381191,75,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,80000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,13333.33333,13333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
337183,57,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,140350.8772,35087.7193,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,17543.85965,17543.85965,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
389909,89,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,67415.73034,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,11235.95506,11235.95506,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
327295,65,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,123076.9231,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,15384.61538,15384.61538,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1416621,9803393,4,4,383,370,383,0,95.75,191.5,370,0,92.5,185.0,76.81014114,0.816043996,1400484.714,2391558.572,5003541,94,4799852,1599950.667,2768742.447,4797019,874,9803299,3267766.333,2830711.883,5004082,1310,0,136,136,0.408021998,0.408021998,0,383,83.66666667,166.0527025,27573.5,0,0,0,1,0,0,0,1,94.125,95.75,92.5,4,383,4,370,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1579756,9535610,9,15,107,188,24,0,11.88888889,9.571369344,34,0,12.53333333,14.54975045,30.93666792,2.516881458,414591.7391,1087955.313,3628923,3,6905477,863184.625,1600035.852,3671570,4,9535516,681108.2857,1344478.219,3628923,3,0,296,488,0.943830547,1.573050911,0,34,11.8,12.655697,160.1666667,0,0,0,1,0,0,0,1,12.29166667,11.88888889,12.53333333,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
189446,26639,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,436465.3328,300.3115733,3805.571429,8382.873271,22633,49,3454,1727.0,2373.050358,3405,49,26495,6623.75,10787.11622,22633,166,0,72,112,112.61684,187.6947333,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,1,1453.375,8.666666667,2320.2,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
614012,1029718,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48051408,5.826838027,205943.6,281039.476,515190,453,1028971,514485.5,1636.952198,515643,513328,1028810,514405.0,2166.575178,515937,512873,0,92,60,2.913419014,2.913419014,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
386859,61,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,98360.65574,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,16393.44262,16393.44262,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1674434,85,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23529.41176,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,11764.70588,11764.70588,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
1846818,10795325,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,440.2831781,4.909532599,207602.4038,559475.0157,1992438,3,9530410,476520.5,837181.2635,2060953,589,10800000,348232.9355,693974.2299,1992438,3,0,680,1032,1.945286501,2.964246097,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,1,89.67924528,95.61904762,85.78125,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
334637,45,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,177777.7778,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,22222.22222,22222.22222,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
349129,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1435095,5660473,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.706654727,1886824.333,3267310.925,5659590,126,5660473,2830236.5,4001310.092,5659590,883,0,0.0,0.0,0,0,0,104,40,0.529991045,0.176663682,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1923346,13211627,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,359.75887,4.011617948,254069.75,687102.9022,2372183,4,11400000,571983.3,1002509.133,2432541,203,13200000,426178.3871,852579.6733,2372183,4,0,680,1032,1.589508998,2.42210895,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,1,89.67924528,95.61904762,85.78125,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
20720,1001266,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1964.053328,11618.29124,9.987356007,111251.7778,333414.8712,1000358,1,555,277.5,388.2016229,552,3,1001222,166870.3333,408323.9523,1000358,1,0,72,152,2.996206802,6.991149205,0,4380,1057.545455,1734.62119,3008910.673,0,0,0,1,0,0,0,2,1163.3,8.666666667,1658.142857,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
353795,36,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,166666.6667,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,27777.77778,27777.77778,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
2116893,85727513,6,6,348,11595,348,0,58.0,142.0704051,5792,0,1932.5,2181.008184,139.3135014,0.139978399,7793410.273,25800000.0,85600000,5,85600000,17100000.0,38300000.0,85600000,5,149495,29899.0,59150.28301,135157,46,0,200,200,0.069989199,0.069989199,0,5792,918.6923077,1716.111952,2945040.231,0,0,0,0,1,0,0,1,995.25,58.0,1932.5,6,348,6,11595,251,235,1,32,500.0,0.0,500,500,85600000.0,0.0,85600000,85600000,(D)DOS
423144,33,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,242424.2424,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,30303.0303,30303.0303,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
1443599,231518,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,17.27727434,77172.66667,132896.6218,230628,117,231518,115759.0,162449.2977,230628,890,0,0.0,0.0,0,0,0,104,40,12.95795575,4.319318584,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1435927,5413679,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.738869076,1804559.667,3124994.078,5412992,104,5413679,2706839.5,3827077.567,5412992,687,0,0.0,0.0,0,0,0,104,40,0.554151807,0.184717269,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
2101121,86079085,9,6,330,11595,330,0,36.66666667,110.0,5792,0,1932.5,2181.008184,138.5353945,0.174258358,6148506.071,23000000.0,85900000,1,85900000,10700000.0,30400000.0,85900000,1,187445,37489.0,74552.17394,170212,46,0,296,200,0.104555015,0.069703343,0,5792,745.3125,1579.290335,2494157.963,0,0,0,0,1,0,0,0,795.0,36.66666667,1932.5,9,330,6,11595,251,235,1,32,1990.0,0.0,1990,1990,85900000.0,0.0,85900000,85900000,(D)DOS
611870,1013827,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.75450841,5.918169471,202765.4,276907.7835,512666,489,1013338,506669.0,9445.532383,513348,499990,1013145,506572.5,9376.943025,513203,499942,0,92,60,2.959084735,2.959084735,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,1,3.0,0.0,6.0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Botnet
1443225,5671865,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.705235403,1890621.667,3273899.356,5670995,132,5671865,2835932.5,4009383.838,5670995,870,0,0.0,0.0,0,0,0,104,40,0.528926552,0.176308851,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
2037093,174,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11494.25287,174.0,0.0,174,174,174,174.0,0.0,174,174,0,0.0,0.0,0,0,0,64,0,11494.25287,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
2075671,95462367,7,6,332,11595,332,0,47.42857143,125.484205,5803,0,1932.5,2539.075088,124.9392863,0.136179318,7955197.25,27600000.0,95500000,4,95500000,15900000.0,39000000.0,95500000,108,1602,320.4,608.71734,1408,4,0,232,200,0.073327325,0.062851993,0,5803,851.9285714,1852.049196,3430086.225,0,0,0,0,1,0,0,0,917.4615385,47.42857143,1932.5,7,332,6,11595,251,235,1,32,592.0,0.0,592,592,95500000.0,0.0,95500000,95500000,(D)DOS
55254,4159389,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.770078249,0.961679708,1386463.0,2400844.125,4158719,213,4159389,1386463.0,2400844.125,4158719,213,0,0.0,0.0,0,0,0,80,0,0.961679708,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.5,6.0,0.0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
1673589,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,23255.81395,23255.81395,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0.0,0.0,0.0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
2062136,84372232,7,6,348,11595,348,0,49.71428571,131.5316366,5792,0,1932.5,2181.008184,141.5513104,0.154079129,7031019.333,24300000.0,84200000,4,84300000,14000000.0,34400000.0,84200000,4,131462,26292.4,52696.87714,120181,46,0,232,200,0.082965685,0.071113444,0,5792,853.0714286,1666.968527,2778784.071,0,0,0,0,1,0,0,0,918.6923077,49.71428571,1932.5,7,348,6,11595,251,235,1,32,1052.0,0.0,1052,1052,84200000.0,0.0,84200000,84200000,(D)DOS
1567201,260,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,53846.15385,11538.46154,130.0,1.414213562,131,129,260,260.0,0.0,260,260,0,0.0,0.0,0,0,1,64,20,7692.307692,3846.153846,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,9.333333333,7.0,0.0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
157194,10308708,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.910161002,0.485026834,2577177.0,5152565.354,10300000,344,10300000,2577177.0,5152565.354,10300000,344,0,0.0,0.0,0,0,0,100,0,0.485026834,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,7.2,6.0,0.0,5,30,0,0,256,-1,4,20,2683.0,0.0,2683,2683,10300000.0,0.0,10300000,10300000,(D)DOS
403999,2405,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2079.002079,601.25,629.1339947,1539,193,2405,601.25,629.1339947,1539,193,0,0.0,0.0,0,0,0,160,0,2079.002079,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,5,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
2099750,99636008,8,7,351,11595,345,0,43.875,121.6909875,2896,0,1656.428571,1546.021545,119.8964134,0.150547983,7116857.714,26600000.0,99400000,1,99500000,14200000.0,37600000.0,99400000,1,189780,31630.0,71057.94998,176295,46,0,252,232,0.080292257,0.070255725,0,2896,746.625,1284.45225,1649817.583,0,0,0,0,1,0,0,0,796.4,43.875,1656.428571,8,351,7,11595,251,235,2,20,943.0,0.0,943,943,99400000.0,0.0,99400000,99400000,(D)DOS
1386438,5751097,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.695519481,1917032.333,3319628.388,5750209,99,5751097,2875548.5,4065383.866,5750209,888,0,0.0,0.0,0,0,0,104,40,0.521639611,0.17387987,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web-Attack
1545196,8766082,9,15,100,188,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,32.85390212,2.737825177,381134.0,1002970.998,3260554,3,6499861,812482.625,1502447.685,3304789,3,8765962,626140.1429,1239832.581,3260554,3,0,296,488,1.026684441,1.711140735,0,34,11.52,12.47704559,155.6766667,0,0,0,1,0,0,0,1,12.0,11.11111111,12.53333333,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
318839,53,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,150943.3962,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,18867.92453,18867.92453,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
2020227,168775,3,7,371,11595,371,0,123.6666667,214.1969499,4344,0,1656.428571,1757.579003,70899.12606,59.25048141,18752.77778,48340.74593,146222,4,21981,10990.5,15537.2573,21977,4,168676,28112.66667,58520.63801,146222,16,0,104,232,17.77514442,41.47533699,0,4344,1087.818182,1576.756216,2486160.164,0,0,0,1,0,0,0,2,1196.6,123.6666667,1656.428571,3,371,7,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
47254,73590929,8,5,56,11607,20,0,7.0,5.656854249,8675,0,2321.4,3769.536019,158.4842067,0.176652207,6132577.417,17500000.0,60600000,2,72100000,10300000.0,22600000.0,60600000,2,1502305,375576.25,750357.2316,1501112,167,0,172,112,0.10870905,0.067943156,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,897.6153846,7.0,2321.4,8,56,5,11607,256,229,6,20,1004.0,0.0,1004,1004,36000000.0,34700000.0,60600000,11500000,(D)DOS
357635,53,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,113207.5472,37735.84906,53.0,0.0,53,53,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,18867.92453,18867.92453,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
334563,91,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,87912.08791,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,24,20,10989.01099,10989.01099,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,1,5.0,2.0,6.0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
365569,35,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,171428.5714,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,28571.42857,28571.42857,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,1,3.0,0.0,6.0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Port Scan
2186186,12998,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,923.2189568,230.8047392,6499.0,9114.606409,12944,54,12998,12998.0,0.0,12998,12998,0,0.0,0.0,0,0,0,40,32,153.8698261,76.93491306,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,6.0,6.0,0.0,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,(D)DOS
